"Season","Half","Conference","Division","Team_ID","Team_Name","Playoffs","GP","W","L","OL","T","PTS","PTS_Pct","GF","GA","SRS","SOS","RPt_Pct","ROW","RW","RgRec","RgPt_Pct"
2016,NA,"Eastern","Atlantic","FLA","Florida Panthers",TRUE,"82","47","26","9",NA,"103",".628","239","203","0.42","-0.02",".549","40",NA,"39-26-17",".579"
2016,NA,"Eastern","Atlantic","TBL","Tampa Bay Lightning",TRUE,"82","46","31","5",NA,"97",".591","227","201","0.30","-0.02",".561","43",NA,"36-31-15",".530"
2016,NA,"Eastern","Atlantic","DET","Detroit Red Wings",TRUE,"82","41","30","11",NA,"93",".567","211","224","-0.16","0.00",".518","39",NA,"30-30-22",".500"
2016,NA,"Eastern","Atlantic","BOS","Boston Bruins",FALSE,"82","42","31","9",NA,"93",".567","240","230","0.11","-0.02",".500","38",NA,"33-31-18",".512"
2016,NA,"Eastern","Atlantic","OTS","Ottawa Senators",FALSE,"82","38","35","9",NA,"85",".518","236","247","-0.13","0.01",".463","32",NA,"26-35-21",".445"
2016,NA,"Eastern","Atlantic","OTT","Ottawa Senators",FALSE,"82","38","35","9",NA,"85",".518","236","247","-0.13","0.01",".463","32",NA,"26-35-21",".445"
2016,NA,"Eastern","Atlantic","MTL","Montreal Canadiens",FALSE,"82","38","38","6",NA,"82",".500","221","236","-0.18","0.00",".451","33",NA,"30-38-14",".451"
2016,NA,"Eastern","Atlantic","BUF","Buffalo Sabres",FALSE,"82","35","36","11",NA,"81",".494","201","222","-0.25","0.01",".457","33",NA,"29-36-17",".457"
2016,NA,"Eastern","Atlantic","TOR","Toronto Maple Leafs",FALSE,"82","29","42","11",NA,"69",".421","198","246","-0.56","0.03",".354","23",NA,"20-42-20",".366"
2016,NA,"Eastern","Metropolitan","WSH","Washington Capitals",TRUE,"82","56","18","8",NA,"120",".732","252","193","0.70","-0.02",".671","52",NA,"45-18-19",".665"
2016,NA,"Eastern","Metropolitan","PIT","Pittsburgh Penguins",TRUE,"82","48","26","8",NA,"104",".634","245","203","0.50","-0.01",".585","44",NA,"38-26-18",".573"
2016,NA,"Eastern","Metropolitan","NYR","New York Rangers",TRUE,"82","46","27","9",NA,"101",".616","236","217","0.24","0.01",".555","43",NA,"39-27-16",".573"
2016,NA,"Eastern","Metropolitan","NYI","New York Islanders",TRUE,"82","45","27","10",NA,"100",".610","232","216","0.19","0.00",".549","40",NA,"34-27-21",".543"
2016,NA,"Eastern","Metropolitan","PHI","Philadelphia Flyers",TRUE,"82","41","27","14",NA,"96",".585","214","218","-0.03","0.02",".530","38",NA,"28-27-27",".506"
2016,NA,"Eastern","Metropolitan","CAR","Carolina Hurricanes",FALSE,"82","35","31","16",NA,"86",".524","198","226","-0.31","0.03",".445","33",NA,"25-31-26",".463"
2016,NA,"Eastern","Metropolitan","NJD","New Jersey Devils",FALSE,"82","38","36","8",NA,"84",".512","184","208","-0.28","0.02",".488","36",NA,"27-36-19",".445"
2016,NA,"Eastern","Metropolitan","CBJ","Columbus Blue Jackets",FALSE,"82","34","40","8",NA,"76",".463","219","252","-0.38","0.03",".402","28",NA,"26-40-16",".415"
2016,NA,"Western","Central","DAL","Dallas Stars",TRUE,"82","50","23","9",NA,"109",".665","267","230","0.45","-0.01",".610","48",NA,"42-23-17",".616"
2016,NA,"Western","Central","STL","St. Louis Blues",TRUE,"82","49","24","9",NA,"107",".652","224","201","0.28","0.00",".591","44",NA,"36-24-22",".573"
2016,NA,"Western","Central","CHI","Chicago Blackhawks",TRUE,"82","47","26","9",NA,"103",".628","235","209","0.32","0.00",".579","46",NA,"36-26-20",".561"
2016,NA,"Western","Central","NSH","Nashville Predators",TRUE,"82","41","27","14",NA,"96",".585","228","215","0.17","0.01",".488","37",NA,"35-27-20",".549"
2016,NA,"Western","Central","MIN","Minnesota Wild",TRUE,"82","38","33","11",NA,"87",".530","216","206","0.13","0.01",".457","35",NA,"34-33-15",".506"
2016,NA,"Western","Central","COL","Colorado Avalanche",FALSE,"82","39","39","4",NA,"82",".500","216","240","-0.26","0.03",".451","35",NA,"33-39-10",".463"
2016,NA,"Western","Central","WIN","Winnipeg Jets",FALSE,"82","35","39","8",NA,"78",".476","215","239","-0.26","0.03",".427","32",NA,"29-39-14",".439"
2016,NA,"Western","Central","WPG","Winnipeg Jets",FALSE,"82","35","39","8",NA,"78",".476","215","239","-0.26","0.03",".427","32",NA,"29-39-14",".439"
2016,NA,"Western","Pacific","ANA","Anaheim Ducks",TRUE,"82","46","25","11",NA,"103",".628","218","192","0.27","-0.05",".567","43",NA,"39-25-18",".585"
2016,NA,"Western","Pacific","LAK","Los Angeles Kings",TRUE,"82","48","28","6",NA,"102",".622","225","195","0.32","-0.04",".591","46",NA,"34-28-20",".537"
2016,NA,"Western","Pacific","SJS","San Jose Sharks",TRUE,"82","46","30","6",NA,"98",".598","241","210","0.33","-0.05",".555","42",NA,"37-30-15",".543"
2016,NA,"Western","Pacific","ARI","Arizona Coyotes",FALSE,"82","35","39","8",NA,"78",".476","209","245","-0.43","0.01",".427","34",NA,"29-39-14",".439"
2016,NA,"Western","Pacific","CGY","Calgary Flames",FALSE,"82","35","40","7",NA,"77",".470","231","260","-0.36","-0.01",".433","33",NA,"24-40-18",".402"
2016,NA,"Western","Pacific","VAN","Vancouver Canucks",FALSE,"82","31","38","13",NA,"75",".457","191","243","-0.62","0.02",".372","26",NA,"22-38-22",".402"
2016,NA,"Western","Pacific","EDM","Edmonton Oilers",FALSE,"82","31","43","8",NA,"70",".427","203","245","-0.51","0.00",".372","27",NA,"20-43-19",".360"
2017,NA,"Eastern","Atlantic","MTL","Montreal Canadiens",TRUE,"82","47","26","9",NA,"103",".628","226","200","0.31","-0.01",".567","44",NA,"33-26-23",".543"
2017,NA,"Eastern","Atlantic","OTS","Ottawa Senators",TRUE,"82","44","28","10",NA,"98",".598","212","214","-0.01","0.01",".524","38",NA,"34-28-20",".537"
2017,NA,"Eastern","Atlantic","OTT","Ottawa Senators",TRUE,"82","44","28","10",NA,"98",".598","212","214","-0.01","0.01",".524","38",NA,"34-28-20",".537"
2017,NA,"Eastern","Atlantic","BOS","Boston Bruins",TRUE,"82","44","31","7",NA,"95",".579","234","212","0.27","0.00",".543","42",NA,"38-31-13",".543"
2017,NA,"Eastern","Atlantic","TOR","Toronto Maple Leafs",TRUE,"82","40","27","15",NA,"95",".579","251","242","0.11","0.00",".530","39",NA,"33-27-22",".537"
2017,NA,"Eastern","Atlantic","TBL","Tampa Bay Lightning",FALSE,"82","42","30","10",NA,"94",".573","234","227","0.09","0.01",".506","38",NA,"32-30-20",".512"
2017,NA,"Eastern","Atlantic","FLA","Florida Panthers",FALSE,"82","35","36","11",NA,"81",".494","210","237","-0.30","0.03",".433","30",NA,"23-36-23",".421"
2017,NA,"Eastern","Atlantic","DET","Detroit Red Wings",FALSE,"82","33","36","13",NA,"79",".482","207","244","-0.41","0.04",".348","24",NA,"17-36-29",".384"
2017,NA,"Eastern","Atlantic","BUF","Buffalo Sabres",FALSE,"82","33","37","12",NA,"78",".476","201","237","-0.41","0.03",".427","31",NA,"25-37-20",".427"
2017,NA,"Eastern","Metropolitan","WSH","Washington Capitals",TRUE,"82","55","19","8",NA,"118",".720","263","182","0.99","0.00",".689","53",NA,"45-19-18",".659"
2017,NA,"Eastern","Metropolitan","PIT","Pittsburgh Penguins",TRUE,"82","50","21","11",NA,"111",".677","282","234","0.59","0.01",".616","46",NA,"40-21-21",".616"
2017,NA,"Eastern","Metropolitan","CBJ","Columbus Blue Jackets",TRUE,"82","50","24","8",NA,"108",".659","249","195","0.68","0.02",".610","48",NA,"39-24-19",".591"
2017,NA,"Eastern","Metropolitan","NYR","New York Rangers",TRUE,"82","48","28","6",NA,"102",".622","256","220","0.47","0.03",".591","45",NA,"40-28-14",".573"
2017,NA,"Eastern","Metropolitan","NYI","New York Islanders",FALSE,"82","41","29","12",NA,"94",".573","241","242","0.03","0.05",".512","39",NA,"33-29-20",".524"
2017,NA,"Eastern","Metropolitan","PHI","Philadelphia Flyers",FALSE,"82","39","33","10",NA,"88",".537","219","236","-0.17","0.04",".463","32",NA,"25-33-24",".451"
2017,NA,"Eastern","Metropolitan","CAR","Carolina Hurricanes",FALSE,"82","36","31","15",NA,"87",".530","215","236","-0.21","0.05",".457","33",NA,"28-31-23",".482"
2017,NA,"Eastern","Metropolitan","NJD","New Jersey Devils",FALSE,"82","28","40","14",NA,"70",".427","183","244","-0.67","0.08",".341","25",NA,"18-40-24",".366"
2017,NA,"Western","Central","CHI","Chicago Blackhawks",TRUE,"82","50","23","9",NA,"109",".665","244","213","0.32","-0.06",".591","46",NA,"37-23-22",".585"
2017,NA,"Western","Central","MIN","Minnesota Wild",TRUE,"82","49","25","8",NA,"106",".646","266","208","0.63","-0.08",".591","46",NA,"42-25-15",".604"
2017,NA,"Western","Central","STL","St. Louis Blues",TRUE,"82","46","29","7",NA,"99",".604","235","218","0.17","-0.04",".561","44",NA,"38-29-15",".555"
2017,NA,"Western","Central","NSH","Nashville Predators",TRUE,"82","41","29","12",NA,"94",".573","240","224","0.16","-0.04",".512","39",NA,"35-29-18",".537"
2017,NA,"Western","Central","WIN","Winnipeg Jets",FALSE,"82","40","35","7",NA,"87",".530","249","256","-0.11","-0.03",".476","37",NA,"33-35-14",".488"
2017,NA,"Western","Central","WPG","Winnipeg Jets",FALSE,"82","40","35","7",NA,"87",".530","249","256","-0.11","-0.03",".476","37",NA,"33-35-14",".488"
2017,NA,"Western","Central","DAL","Dallas Stars",FALSE,"82","34","37","11",NA,"79",".482","223","262","-0.48","-0.01",".421","33",NA,"28-37-17",".445"
2017,NA,"Western","Central","COL","Colorado Avalanche",FALSE,"82","22","56","4",NA,"48",".293","166","278","-1.32","0.05",".274","21",NA,"14-56-12",".244"
2017,NA,"Western","Pacific","ANA","Anaheim Ducks",TRUE,"82","46","23","13",NA,"105",".640","223","200","0.24","-0.04",".561","43",NA,"40-23-19",".604"
2017,NA,"Western","Pacific","EDM","Edmonton Oilers",TRUE,"82","47","26","9",NA,"103",".628","247","212","0.37","-0.06",".579","43",NA,"37-26-19",".567"
2017,NA,"Western","Pacific","SJS","San Jose Sharks",TRUE,"82","46","29","7",NA,"99",".604","221","201","0.21","-0.03",".555","44",NA,"38-29-15",".555"
2017,NA,"Western","Pacific","CGY","Calgary Flames",TRUE,"82","45","33","4",NA,"94",".573","226","221","0.02","-0.04",".537","41",NA,"32-33-17",".494"
2017,NA,"Western","Pacific","LAK","Los Angeles Kings",FALSE,"82","39","35","8",NA,"86",".524","201","205","-0.07","-0.02",".488","37",NA,"25-35-22",".439"
2017,NA,"Western","Pacific","ARI","Arizona Coyotes",FALSE,"82","30","42","10",NA,"70",".427","197","260","-0.76","0.01",".341","24",NA,"20-42-20",".366"
2017,NA,"Western","Pacific","VAN","Vancouver Canucks",FALSE,"82","30","43","9",NA,"69",".421","182","243","-0.73","0.01",".354","26",NA,"19-43-20",".354"
2018,NA,"Eastern","Atlantic","TBL","Tampa Bay Lightning",TRUE,"82","54","23","5",NA,"113",".689","296","236","0.66","-0.07",".634","48",NA,"42-23-17",".616"
2018,NA,"Eastern","Atlantic","BOS","Boston Bruins",TRUE,"82","50","20","12",NA,"112",".683","270","214","0.62","-0.07",".610","47",NA,"41-20-21",".628"
2018,NA,"Eastern","Atlantic","TOR","Toronto Maple Leafs",TRUE,"82","49","26","7",NA,"105",".640","277","232","0.49","-0.06",".567","42",NA,"37-26-19",".567"
2018,NA,"Eastern","Atlantic","FLA","Florida Panthers",FALSE,"82","44","30","8",NA,"96",".585","248","246","-0.01","-0.04",".537","41",NA,"38-30-14",".549"
2018,NA,"Eastern","Atlantic","DET","Detroit Red Wings",FALSE,"82","30","39","13",NA,"73",".445","217","255","-0.48","-0.01",".341","25",NA,"22-39-21",".396"
2018,NA,"Eastern","Atlantic","MTL","Montreal Canadiens",FALSE,"82","29","40","13",NA,"71",".433","209","264","-0.68","0.00",".378","27",NA,"24-40-18",".402"
2018,NA,"Eastern","Atlantic","OTS","Ottawa Senators",FALSE,"82","28","43","11",NA,"67",".409","221","291","-0.85","0.00",".372","26",NA,"18-43-21",".348"
2018,NA,"Eastern","Atlantic","OTT","Ottawa Senators",FALSE,"82","28","43","11",NA,"67",".409","221","291","-0.85","0.00",".372","26",NA,"18-43-21",".348"
2018,NA,"Eastern","Atlantic","BUF","Buffalo Sabres",FALSE,"82","25","45","12",NA,"62",".378","199","280","-0.98","0.01",".311","24",NA,"19-45-18",".341"
2018,NA,"Eastern","Metropolitan","WSH","Washington Capitals",TRUE,"82","49","26","7",NA,"105",".640","259","239","0.21","-0.04",".585","46",NA,"38-26-18",".573"
2018,NA,"Eastern","Metropolitan","PIT","Pittsburgh Penguins",TRUE,"82","47","29","6",NA,"100",".610","272","250","0.23","-0.04",".573","45",NA,"33-29-20",".524"
2018,NA,"Eastern","Metropolitan","PHI","Philadelphia Flyers",TRUE,"82","42","26","14",NA,"98",".598","251","243","0.07","-0.03",".543","40",NA,"31-26-25",".530"
2018,NA,"Eastern","Metropolitan","CBJ","Columbus Blue Jackets",TRUE,"82","45","30","7",NA,"97",".591","242","230","0.11","-0.04",".537","39",NA,"30-30-22",".500"
2018,NA,"Eastern","Metropolitan","NJD","New Jersey Devils",TRUE,"82","44","29","9",NA,"97",".591","248","244","0.02","-0.03",".530","39",NA,"33-29-20",".524"
2018,NA,"Eastern","Metropolitan","CAR","Carolina Hurricanes",FALSE,"82","36","35","11",NA,"83",".506","228","256","-0.35","-0.01",".439","33",NA,"30-35-17",".470"
2018,NA,"Eastern","Metropolitan","NYI","New York Islanders",FALSE,"82","35","37","10",NA,"80",".488","264","296","-0.40","-0.01",".427","32",NA,"25-37-20",".427"
2018,NA,"Eastern","Metropolitan","NYR","New York Rangers",FALSE,"82","34","39","9",NA,"77",".470","231","268","-0.46","-0.01",".427","31",NA,"24-39-19",".409"
2018,NA,"Western","Central","NSH","Nashville Predators",TRUE,"82","53","18","11",NA,"117",".713","267","211","0.71","0.03",".652","47",NA,"42-18-22",".646"
2018,NA,"Western","Central","WIN","Winnipeg Jets",TRUE,"82","52","20","10",NA,"114",".695","277","218","0.74","0.02",".622","48",NA,"43-20-19",".640"
2018,NA,"Western","Central","WPG","Winnipeg Jets",TRUE,"82","52","20","10",NA,"114",".695","277","218","0.74","0.02",".622","48",NA,"43-20-19",".640"
2018,NA,"Western","Central","MIN","Minnesota Wild",TRUE,"82","45","26","11",NA,"101",".616","253","232","0.29","0.04",".549","42",NA,"38-26-18",".573"
2018,NA,"Western","Central","COL","Colorado Avalanche",TRUE,"82","43","30","9",NA,"95",".579","257","237","0.28","0.04",".518","41",NA,"35-30-17",".530"
2018,NA,"Western","Central","STL","St. Louis Blues",FALSE,"82","44","32","6",NA,"94",".573","226","222","0.10","0.05",".518","41",NA,"33-32-17",".506"
2018,NA,"Western","Central","DAL","Dallas Stars",FALSE,"82","42","32","8",NA,"92",".561","235","225","0.17","0.04",".506","38",NA,"33-32-17",".506"
2018,NA,"Western","Central","CHI","Chicago Blackhawks",FALSE,"82","33","39","10",NA,"76",".463","229","256","-0.26","0.07",".409","32",NA,"26-39-17",".421"
2018,NA,"Western","Pacific","VEG","Vegas Golden Knights",TRUE,"82","51","24","7",NA,"109",".665","272","228","0.52","-0.01",".616","47",NA,"39-24-19",".591"
2018,NA,"Western","Pacific","ANA","Anaheim Ducks",TRUE,"82","44","25","13",NA,"101",".616","235","216","0.24","0.01",".555","40",NA,"35-25-22",".561"
2018,NA,"Western","Pacific","SJS","San Jose Sharks",TRUE,"82","45","27","10",NA,"100",".610","252","229","0.28","0.00",".537","40",NA,"35-27-20",".549"
2018,NA,"Western","Pacific","LAK","Los Angeles Kings",TRUE,"82","45","29","8",NA,"98",".598","239","203","0.44","0.00",".543","43",NA,"34-29-19",".530"
2018,NA,"Western","Pacific","CGY","Calgary Flames",FALSE,"82","37","35","10",NA,"84",".512","218","248","-0.33","0.03",".470","35",NA,"28-35-19",".457"
2018,NA,"Western","Pacific","EDM","Edmonton Oilers",FALSE,"82","36","40","6",NA,"78",".476","234","263","-0.32","0.03",".415","31",NA,"24-40-18",".402"
2018,NA,"Western","Pacific","VAN","Vancouver Canucks",FALSE,"82","31","40","11",NA,"73",".445","218","264","-0.51","0.05",".409","31",NA,"25-40-17",".409"
2018,NA,"Western","Pacific","ARI","Arizona Coyotes",FALSE,"82","29","41","12",NA,"70",".427","208","256","-0.53","0.05",".372","27",NA,"20-41-21",".372"
2019,NA,"Eastern","Atlantic","TBL","Tampa Bay Lightning",TRUE,"82","62","16","4",NA,"128",".780","325","222","1.21","-0.05",".726","56",NA,"49-16-17",".701"
2019,NA,"Eastern","Atlantic","BOS","Boston Bruins",TRUE,"82","49","24","9",NA,"107",".652","259","215","0.52","-0.01",".604","47",NA,"38-24-20",".585"
2019,NA,"Eastern","Atlantic","TOR","Toronto Maple Leafs",TRUE,"82","46","28","8",NA,"100",".610","286","251","0.42","-0.01",".573","46",NA,"40-28-14",".573"
2019,NA,"Eastern","Atlantic","MTL","Montreal Canadiens",FALSE,"82","44","30","8",NA,"96",".585","249","236","0.16","0.00",".518","41",NA,"37-30-15",".543"
2019,NA,"Eastern","Atlantic","FLA","Florida Panthers",FALSE,"82","36","32","14",NA,"86",".524","267","280","-0.14","0.02",".463","33",NA,"26-32-24",".463"
2019,NA,"Eastern","Atlantic","BUF","Buffalo Sabres",FALSE,"82","33","39","10",NA,"76",".463","226","271","-0.51","0.04",".390","28",NA,"21-39-22",".390"
2019,NA,"Eastern","Atlantic","DET","Detroit Red Wings",FALSE,"82","32","40","10",NA,"74",".451","227","277","-0.57","0.04",".402","29",NA,"20-40-22",".378"
2019,NA,"Eastern","Atlantic","OTS","Ottawa Senators",FALSE,"82","29","47","6",NA,"64",".390","242","302","-0.69","0.05",".360","29",NA,"23-47-12",".354"
2019,NA,"Eastern","Atlantic","OTT","Ottawa Senators",FALSE,"82","29","47","6",NA,"64",".390","242","302","-0.69","0.05",".360","29",NA,"23-47-12",".354"
2019,NA,"Eastern","Metropolitan","WSH","Washington Capitals",TRUE,"82","48","26","8",NA,"104",".634","278","249","0.35","-0.01",".567","44",NA,"39-26-17",".579"
2019,NA,"Eastern","Metropolitan","NYI","New York Islanders",TRUE,"82","48","27","7",NA,"103",".628","228","196","0.38","-0.01",".585","43",NA,"37-27-18",".561"
2019,NA,"Eastern","Metropolitan","PIT","Pittsburgh Penguins",TRUE,"82","44","26","12",NA,"100",".610","273","241","0.38","-0.01",".543","42",NA,"37-26-19",".567"
2019,NA,"Eastern","Metropolitan","CAR","Carolina Hurricanes",TRUE,"82","46","29","7",NA,"99",".604","245","223","0.26","-0.01",".561","44",NA,"39-29-14",".561"
2019,NA,"Eastern","Metropolitan","CBJ","Columbus Blue Jackets",TRUE,"82","47","31","4",NA,"98",".598","258","232","0.31","-0.01",".567","45",NA,"37-31-14",".537"
2019,NA,"Eastern","Metropolitan","PHI","Philadelphia Flyers",FALSE,"82","37","37","8",NA,"82",".500","244","281","-0.42","0.03",".439","34",NA,"28-37-17",".445"
2019,NA,"Eastern","Metropolitan","NYR","New York Rangers",FALSE,"82","32","36","14",NA,"78",".476","227","272","-0.52","0.03",".384","26",NA,"23-36-23",".421"
2019,NA,"Eastern","Metropolitan","NJD","New Jersey Devils",FALSE,"82","31","41","10",NA,"72",".439","222","275","-0.61","0.04",".384","28",NA,"24-41-17",".396"
2019,NA,"Western","Central","NSH","Nashville Predators",TRUE,"82","47","29","6",NA,"100",".610","240","214","0.31","-0.01",".561","43",NA,"38-29-15",".555"
2019,NA,"Western","Central","WIN","Winnipeg Jets",TRUE,"82","47","30","5",NA,"99",".604","272","244","0.33","-0.02",".567","45",NA,"38-30-14",".549"
2019,NA,"Western","Central","WPG","Winnipeg Jets",TRUE,"82","47","30","5",NA,"99",".604","272","244","0.33","-0.02",".567","45",NA,"38-30-14",".549"
2019,NA,"Western","Central","STL","St. Louis Blues",TRUE,"82","45","28","9",NA,"99",".604","247","223","0.28","-0.01",".549","42",NA,"36-28-18",".549"
2019,NA,"Western","Central","DAL","Dallas Stars",TRUE,"82","43","32","7",NA,"93",".567","210","202","0.09","0.00",".530","42",NA,"36-32-14",".524"
2019,NA,"Western","Central","COL","Colorado Avalanche",TRUE,"82","38","30","14",NA,"90",".549","260","246","0.17","-0.01",".463","36",NA,"33-30-19",".518"
2019,NA,"Western","Central","CHI","Chicago Blackhawks",FALSE,"82","36","34","12",NA,"84",".512","270","292","-0.25","0.02",".427","33",NA,"24-34-24",".439"
2019,NA,"Western","Central","MIN","Minnesota Wild",FALSE,"82","37","36","9",NA,"83",".506","211","237","-0.30","0.02",".470","36",NA,"33-36-13",".482"
2019,NA,"Western","Pacific","CGY","Calgary Flames",TRUE,"82","50","25","7",NA,"107",".652","289","227","0.70","-0.06",".634","50",NA,"45-25-12",".622"
2019,NA,"Western","Pacific","SJS","San Jose Sharks",TRUE,"82","46","27","9",NA,"101",".616","289","261","0.30","-0.04",".579","46",NA,"38-27-17",".567"
2019,NA,"Western","Pacific","VEG","Vegas Golden Knights",TRUE,"82","43","32","7",NA,"93",".567","249","230","0.19","-0.04",".518","40",NA,"36-32-14",".524"
2019,NA,"Western","Pacific","ARI","Arizona Coyotes",FALSE,"82","39","35","8",NA,"86",".524","213","223","-0.14","-0.02",".470","35",NA,"30-35-17",".470"
2019,NA,"Western","Pacific","VAN","Vancouver Canucks",FALSE,"82","35","36","11",NA,"81",".494","225","254","-0.35","0.01",".427","29",NA,"22-36-24",".415"
